phos_id,C3N.01799,C3L.01890,C3N.00572,C3N.02423,C3N.02729,C3L.00263,C3N.01410,C3N.00578,C3N.02587,C3L.00893,C3N.01488,C3N.01413,C3N.01030,C3N.02588,C3N.00552,C3L.01889,C3N.00169,C3L.00422,C3L.00083,C3N.00551,C3N.02089,C3L.01682,C3N.01016,C3N.00580,C3N.02000,C3N.01489,C3N.00737,C3N.01405,C3N.01416,C3N.02149,C3N.02424,C3L.00279,C3L.00095,C3N.02572,C3N.00559,C3L.02345,C3L.00093,C3L.00510,C3L.00913,C3L.00412,C3N.01415,C3N.00549,C3N.02433,C3N.01021,C3N.00203,C3L.01330,C3N.00574,C3N.01071,C3N.00550,C3N.00167,C3L.00001,C3L.01632,C3N.02155,C3N.00217,C3N.02002,C3N.02145,C3N.02586,C3L.02219,C3N.00180,C3N.00704,C3N.02158,C3N.02421,C3N.00556,C3N.01072,C3L.00094,C3L.00144,C3N.00223,C3L.01924,C3N.00433,C3L.01683,C3N.00293,C3N.02380,C3L.00009,C3N.00546,C3N.01414,C3N.02087,C3L.00140,C3N.02529,C3L.00368,C3N.02067,C3L.00080,C3N.00547,C3N.01023,C3N.01024,C3L.00973,C3L.02348,C3L.02508,C3N.00560,C3L.00604,C3N.00199,C3N.00579,C3N.02582,C3L.02350,C3N.00738,C3N.00959,C3N.02003,C3N.02379,C3N.00175,C3N.01823,C3L.02549,C3L.02365
NP_001035147.1_S263sS270s_2_1_263_270,NA,NA,NA,NA,6.6788,2.3176,2.0332999999999997,8.6605,NA,NA,NA,NA,NA,9.8612,6.4064,2.1562,3.5533,6.4632,2.8293,4.133,NA,-0.4020999999999999,5.2246999999999995,NA,6.6257,5.6232,NA,7.4049,5.687399999999999,7.247199999999999,4.0136,4.5189,2.675,6.166,2.6327,8.601600000000001,6.0672999999999995,0.49060000000000015,3.2933,NA,NA,NA,NA,5.5398,1.3084,-0.3736999999999995,4.6419,NA,NA,NA,NA,NA,NA,NA,NA,5.6472,3.217,5.9093,4.0934,1.7247999999999999,0.39490000000000003,NA,8.2863,NA,NA,NA,NA,3.1639,8.2882,5.114199999999999,NA,NA,12.1823,3.9788,0.37570000000000014,NA,NA,NA,NA,NA,6.7907,-0.06420000000000003,2.7652000000000005,6.7584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.9041999999999994,0.27970000000000006,1.4792
NP_001035147.1_S275sS280s_2_2_275_280,4.4252,2.8346999999999998,3.69,6.4581,5.706300000000001,3.8091,3.1147,4.2828,2.0122,-0.4913999999999996,3.761,1.3763999999999998,5.4956000000000005,6.8657,3.2449000000000003,0.8685,6.3596,7.8719,4.1194,6.755599999999999,4.2755,-1.7011000000000003,3.4038,3.627,4.9394,5.0931,1.7252,8.7363,6.907,6.2098,6.8328,5.599,5.6826,7.0908999999999995,3.5816,5.6585,6.8450999999999995,0.4784999999999999,2.2591,6.3804,3.7041,3.6363,0.02740000000000009,6.313,2.6261,-1.0008000000000008,2.1658999999999997,3.5941,4.3351999999999995,4.181100000000001,2.156,4.5339,5.3815,2.8591,1.6327000000000003,4.3746,1.7072999999999998,6.0872,5.6169,0.8811,1.6647999999999998,6.705299999999999,6.414899999999999,3.7387,0.6888000000000001,4.0555,1.3526,3.53,8.361,5.1592,-0.8714999999999997,-0.8121999999999998,12.6084,1.8648000000000002,0.7702000000000001,4.8998,0.798,2.2123,1.1551,7.3157,3.2733000000000003,0.8099999999999998,1.916,3.6657,7.5586,-1.5568,-0.5191000000000001,3.4114,3.817,2.0450000000000004,1.8733999999999997,3.5396000000000005,-1.1530999999999998,-0.7650000000000006,0.21919999999999984,5.2094,5.924200000000001,5.2031,3.6024000000000003,-1.8467,2.686
NP_001035147.1_S303sS311s_2_1_303_311,2.9576,-0.5388999999999999,2.4159999999999995,2.2537,NA,NA,NA,NA,NA,NA,NA,NA,3.5539,4.2983,1.365,-0.9783,4.6864,4.9011,4.124,4.0715,2.1248,-1.3377000000000003,2.3640999999999996,4.6262,NA,NA,NA,NA,5.6211,4.8777,3.6201,6.9115,4.2387,3.8992,1.5755,3.934,5.4005,1.2682,1.2358,3.8661000000000003,2.1378,0.39320000000000005,0.21829999999999994,6.030799999999999,2.4534000000000002,0.8142999999999998,2.0632,1.4115000000000002,2.2546,3.5591999999999997,1.6631,NA,NA,NA,NA,2.2386999999999997,0.7503,4.1528,2.8411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.09729999999999972,-0.6147,NA,-1.5821000000000003,0.7635999999999998,2.9101,4.4348,NA,NA,NA,NA,2.9032,0.8009999999999999,-0.26439999999999997,-0.1958,4.0353,1.8117000000000003,1.6642,3.9974,NA,NA,NA,NA,NA,NA,1.6086,-0.8026999999999997,3.8361
NP_001035147.1_S62sS63sS76s_3_3_62_76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2418,3.279,0.5392,0.648,1.2112,-0.271,-0.201,1.2917,1.5264,1.9547999999999999,0.15889999999999993,2.447,3.0217,3.5046999999999997,4.857,1.4544000000000001,NA,NA,NA,6.1258,6.3318,1.5171,2.4236,1.7985000000000002,1.6599,1.6126,-1.7396,NA,NA,-1.5034,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7978,1.0463,3.2895,2.688,NA,NA,NA,NA,3.5379,1.241,3.6369000000000002,3.2607,NA,NA,NA,NA,NA,7.986000000000001,1.3953,1.0487000000000002,3.2515,-0.8467000000000002,-0.014699999999999935,1.0298,3.4032999999999998,0.6508999999999998,-0.3981999999999999,-1.1903000000000001,0.8829000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.9933000000000005,3.8148999999999997,0.4196,1.8780999999999999
NP_001035147.1_T190tS191sS195s_3_3_190_195,2.0887000000000002,0.19720000000000004,1.9123999999999999,0.20910000000000006,3.7656,2.368,2.0544000000000002,1.6221999999999999,3.521,-0.17290000000000028,3.1237999999999997,1.4897999999999998,1.9659,4.0824,1.9469,0.8001,-0.044500000000000095,4.7281,0.9894000000000001,0.8277,2.2272999999999996,-0.8278000000000001,1.4148,1.6469,2.1803,2.4444,0.8095,2.1012,3.2122,4.322100000000001,3.6323000000000003,2.7778,2.1676,5.985399999999999,1.4718,5.3338,5.723400000000001,0.8742000000000003,2.7981,6.7004,1.4925000000000002,3.5452999999999997,-2.0542,4.9635,1.6981000000000002,-0.8091000000000004,-0.12090000000000001,3.0109,6.4293,3.4440999999999997,2.029,3.6153,2.2213000000000003,0.13549999999999995,0.6894,1.2967,3.8446,5.6117,3.7255,1.9101000000000001,2.6307,2.8912,3.8717,2.0401000000000002,1.2810000000000001,5.2873,2.3535000000000004,3.1576,6.0766,5.7279,-2.5461,0.6280999999999999,7.781499999999999,0.15050000000000008,-1.1032,0.209,0.7081,1.0135999999999998,0.9409999999999998,6.0550999999999995,7.052,-0.13649999999999984,1.1705999999999999,4.5987,5.025399999999999,1.2777999999999998,1.3132000000000001,0.8637999999999999,2.669,0.34550000000000003,0.2752999999999999,0.3938999999999999,-0.7739000000000003,-0.4665999999999997,-1.3668999999999998,4.256500000000001,4.055,4.552099999999999,2.4701000000000004,1.5471,3.2266
NP_001035147.1_T227tS228sS234s_3_3_227_234,6.2057,2.38,3.449,4.0349,4.499499999999999,2.6693000000000002,3.1126,2.6825,2.9126000000000003,0.9502999999999995,2.0958,2.1591000000000005,NA,NA,NA,NA,3.7625,5.25,3.1670000000000003,3.5408000000000004,2.3244,-2.1854000000000005,3.3911000000000002,4.803,4.3711,5.8185,2.8377,3.6390000000000002,5.5106,0.902,6.6644000000000005,4.0294,NA,6.5626,1.6755999999999998,6.787800000000001,10.508500000000002,1.1161,0.3726,NA,6.9287,NA,0.1936,6.3597,2.0006,-1.3569,0.20609999999999995,NA,NA,NA,NA,6.259399999999999,3.5877000000000003,3.0556,3.7636999999999996,1.7416999999999998,1.3022,4.940799999999999,2.8905000000000003,0.9538000000000002,3.0362999999999998,4.305,3.849,2.5965,-0.8295000000000001,5.9274000000000004,3.3649999999999998,2.8898,5.1714,3.7061,-3.285,-2.6703,8.4566,-0.5331999999999999,-0.25039999999999996,1.8358999999999999,0.3275999999999999,-1.3894,1.5588,7.6945,7.33,0.011099999999999888,1.6516000000000002,3.7916,5.9252,0.10210000000000008,-0.2178,1.4781,0.025499999999999967,-1.0521,-0.1299999999999999,1.0924,2.1068,-0.8466999999999993,NA,6.271800000000001,7.4173,7.7359,2.9728000000000003,0.48050000000000015,3.0621
NP_001035147.1_S254sS258sS263s_3_3_254_263,3.6101,2.67,4.185700000000001,4.1733,4.0603,2.8653,3.1898,3.2729,2.5664,0.3180999999999994,5.1426,3.3621,5.6423,6.9437,5.3132,1.5798999999999999,3.9251,6.379,2.7520000000000002,5.062,5.2123,-1.1020999999999996,3.6637000000000004,1.8481,5.9193,6.8986,4.3914,7.4695,4.0743,4.8214,6.2882,5.4069,1.6644999999999999,5.811,1.4433,4.9417,5.556,0.6826,2.3734,7.293200000000001,3.9234999999999998,5.6676,0.7105999999999999,7.6110999999999995,4.3961,-0.3628999999999998,5.0314,3.9468,6.550400000000001,4.0159,2.5449,4.163399999999999,3.6573,1.5200999999999998,1.588,1.6248,2.7675,7.888400000000001,6.100899999999999,2.0173,1.2343000000000002,6.916399999999999,6.52,3.2874,1.6318,4.6399,1.5424,4.539499999999999,8.0028,7.2269,-1.843,1.8193,10.6755,-0.08499999999999996,1.3914,3.0708,-0.2576999999999998,1.9338000000000002,0.19209999999999994,4.9936,5.2893,0.5933999999999999,2.3639,3.1143,8.6356,3.1807,NA,3.2135999999999996,3.4961,1.1601,2.1831,3.3246000000000002,-2.2606,0.15779999999999994,-0.19120000000000026,4.7785,5.6724,8.5049,1.6825999999999999,1.3894999999999995,4.1403
NP_001035149.1_S36s _1_1_36_36,NA,NA,NA,NA,3.3724999999999996,-0.3616,1.2228999999999999,1.9356999999999998,NA,NA,NA,NA,3.6239,4.9308,3.1157,-0.5082000000000002,3.773,8.0349,1.2107,3.7068,4.9315,-3.394,1.4246,1.0834000000000001,1.9045,2.2962,-1.0641000000000003,3.7407000000000004,2.9863,3.2364,1.5663,1.5473000000000001,0.052200000000000024,3.0474,1.5047000000000001,3.1002,1.8375,0.9167000000000001,2.1889,NA,NA,NA,NA,6.4716000000000005,-1.0862,-2.0416999999999996,5.4220999999999995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.007,1.0344000000000002,5.3414,3.1431,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.9091000000000005,0.6573,-0.06689999999999999,3.3474,NA,NA,NA,NA,6.3328,-2.2076,2.1851000000000003,5.7786,NA,NA,NA,NA,3.2523999999999997,3.2377000000000002,2.0260999999999996,5.9695,-0.5895999999999999,-1.7818,-2.4975,7.1394,2.9429999999999996,3.7369,2.1204,1.3105000000000002,1.2444
NP_001035149.1_S35sS36s_2_2_35_36,4.3955,3.2136,2.6366,6.9238,5.9193,-0.34620000000000006,3.3968,5.5065,1.0199999999999998,-1.3157000000000005,4.3817,1.8053000000000001,2.9542,5.2334,2.2623,0.42379999999999995,5.6369,7.9467,4.2642999999999995,5.6764,3.1977,-0.8599000000000001,2.4736,3.3694,4.1873000000000005,5.2977,0.7229999999999999,5.4391,6.9608,8.9121,7.250299999999999,7.3837,1.9422000000000001,4.5584,0.30010000000000003,5.6269,6.5632,0.41810000000000014,1.0764,5.8259,6.0682,4.2832,3.5544,6.442200000000001,2.1155999999999997,0.2966999999999995,5.9542,NA,NA,NA,NA,3.1754000000000002,4.2217,2.2973,1.0917000000000003,NA,NA,NA,NA,0.8344999999999998,1.7832000000000001,6.2961,4.6051,NA,NA,NA,NA,3.8681,5.8245000000000005,4.5506,-2.7465,NA,8.1272,0.5975999999999999,0.5382,3.8922,NA,NA,NA,NA,2.7585,-0.7844,2.0239000000000003,3.8878,7.7794,0.07129999999999992,3.2331999999999996,1.9862000000000002,0.7074,0.7602,0.4082,1.5692,NA,NA,NA,NA,NA,4.4128,2.7132,2.1635999999999997,3.0629999999999997
NP_000499.1_S56s _1_1_56_56,-1.9687000000000001,-0.8463999999999999,-1.2288000000000001,-1.8051,-1.048,-0.8870999999999999,0.3216,3.7401999999999997,-0.16620000000000001,-2.4864,-1.6353,-1.8553,NA,NA,NA,NA,0.11709999999999998,-0.5688,-0.6834000000000002,0.8657999999999999,-1.3344,-0.2812,-0.9637,-0.2806,NA,NA,NA,NA,-2.3774,-0.9105,-2.6188000000000002,-1.5397,NA,NA,NA,2.1832000000000003,-2.7741,-1.8954,-0.39400000000000013,-0.24859999999999993,-0.06259999999999999,-0.5321,0.027799999999999825,-1.0474,-3.1468,-2.8348,0.6773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.96,-1.3822,-2.3042,-0.9035,NA,-0.5701,-0.8274,-1.2411999999999999,0.05490000000000003,NA,NA,NA,NA,NA,NA,NA,NA,-1.5346,-1.5389000000000002,-0.3836,-1.281,NA,NA,NA,NA,-3.0582000000000003,-0.8073999999999999,-1.1964,-1.4029000000000003,-1.2837,0.2972,1.1816,-1.8462,-2.3830999999999998
NP_000499.1_S274s _1_0_274_276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4087,-1.2744,0.34109999999999996,1.3338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.16449999999999998,-3.0002999999999997,-0.2273,-0.0012999999999999678,-3.855,3.9823000000000004,-2.4122999999999997,-2.0191,NA,NA,NA,NA,-1.441,-0.7042000000000002,1.8255,-2.0572,0.7776000000000001,-4.874499999999999,-0.07340000000000035,-1.3921999999999999,-2.085,-0.4443999999999999,-0.36439999999999984,1.9878999999999998,2.1299,-2.9123,1.3068,-1.3565,0.9695,0.5454999999999997,-2.4568,-4.2341,-0.7046,1.1882000000000001,-0.48019999999999996,1.3241,0.41080000000000005,0.9691,-2.6599,-3.5153,-1.1144,-2.8725,1.5886000000000005,-5.811999999999999,-3.3704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NP_000499.1_T279t _1_1_279_279,-3.8656,-1.3344,-1.7489999999999997,-2.2618,-4.1299,-4.3476,-5.8919,-2.2523,-2.293,-7.3888,-3.6238,-4.0276,-3.2452,-2.726,-2.5792,-3.8266,-0.3558,-3.8830999999999998,-1.3632,-2.2224,-3.6689,0.08489999999999998,-0.02159999999999984,-0.6144999999999998,NA,NA,NA,NA,-3.3794,-2.2859,-3.9318999999999997,-4.5377,-2.4741,-2.2169,-3.2373,-3.6736,-2.6501,-3.8989,-5.4935,-1.0287,-3.8591,-3.9448,-6.5426,-2.6684,-8.004900000000001,-2.3613,-2.0545,-4.8694999999999995,0.1301,-3.365,-6.3999,-4.084,-4.7588,-5.956799999999999,-3.0961,-3.926,-3.6482,-2.012,-2.5141,-3.1027000000000005,-6.841200000000001,-5.141800000000001,-3.1488,-2.9948,-4.5644,-2.3914,-0.8092999999999999,-0.7256999999999999,-4.2903,-2.6498,-3.4734999999999996,-3.4019000000000004,-1.392,-4.5003,-4.6153,-1.9761000000000002,-2.0700000000000003,-4.0546,-2.4655,-3.7197,-3.1288,-2.5082999999999998,-3.3059,-3.2676,-5.3065,-1.3296999999999999,-6.3823,-5.3324,-5.5903,-2.6635999999999997,0.007500000000000062,-4.9752,-3.2903000000000002,-2.1576,-5.0933,-2.8339,0.8893,-3.7877,-2.6893000000000002,-3.8906,-2.0296
NP_000499.1_S291s _1_1_291_291,-3.4414,-0.4449000000000001,-2.2213,-3.0668999999999995,-1.4512999999999998,-0.9448999999999999,-2.6856,-0.6964,-4.083,-2.6311999999999998,-1.1572,0.15759999999999996,-1.8252,-1.623,-1.1029,-4.548,-1.1096000000000001,-2.3383,-1.5696,-1.1198,-5.1766000000000005,-7.9362,-1.4996,-5.7804,-6.6815,-0.6684000000000001,-2.1274999999999995,-1.8388999999999998,-1.862,0.01689999999999997,-1.6656,-0.9137,-2.7488,-1.7364000000000002,0.4785,-2.3942,-3.6091,-1.2222,-4.7843,-1.4519000000000002,-1.9243000000000001,-1.9378,-4.2882,-3.1709,-6.2538,-2.3761,-2.8891,-2.7236,-0.8038,-1.0385,-3.5328,-0.8178,-1.8532,-1.877,-1.2752,-10.2021,-7.577500000000001,-4.5184999999999995,-2.9865,-3.3108000000000004,-3.7584,-7.4978,-3.833,NA,-5.0831,-3.7871,-8.3101,-4.2996,-3.8746,-5.4397,-6.674200000000001,-10.168800000000001,0.3768999999999999,-0.36840000000000006,-0.8811,0.23719999999999997,-4.3445,-6.9337,-6.8936,NA,-2.8769,-0.6373,-1.0795,-0.4821,-2.3601,-1.1879,-1.3381999999999998,-2.067,-5.4626,-1.6364,-0.1385,-2.9402999999999997,-3.1591,-2.1001000000000003,-4.5797,-2.0956,-1.5483,-1.8739000000000001,-0.6212,-0.9699,-0.6789000000000001
NP_000499.1_S294s _1_1_294_294,-5.1279,-0.7797000000000001,-4.11,-4.6744,-0.6967,0.17880000000000001,-0.514,0.1072,NA,NA,NA,NA,NA,NA,NA,NA,-0.04860000000000009,-1.0937000000000001,-0.8821,-1.7815999999999999,NA,NA,NA,NA,-7.2413,-1.2862,-2.5484,-1.5712000000000002,NA,NA,NA,NA,-1.0114,-1.9777,-0.1079,NA,NA,NA,NA,-1.1995,-4.1794,-0.8806,-7.3827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.3891,-6.1143,-7.397,-2.3266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.0588999999999995,-4.3044,-3.8903999999999996,-2.5757999999999996
NP_000499.1_S297s _1_1_297_297,NA,NA,NA,NA,-2.0214,-0.09970000000000001,-2.0522,-0.4545,-0.6555,-2.5331,-1.7549000000000001,-1.2575,-0.31870000000000004,0.3549,0.6779,-0.35719999999999996,NA,NA,NA,NA,-0.4425,0.8329000000000001,1.4874,-0.22360000000000002,-1.7259000000000002,-0.6252,-0.8065,-0.8526,-1.697,-0.104,-1.3326,-1.6197,-2.2853999999999997,-2.1868,-1.2809,-1.2051,-2.8289999999999997,-1.6886999999999999,-3.3312999999999997,-0.3943,-1.2257000000000002,-0.5488999999999999,-1.4161000000000001,-2.9467,-5.5156,-0.8202999999999999,-2.1231999999999998,-3.4493,-0.14799999999999996,-2.9069000000000003,-5.5341000000000005,-2.5686,-2.059,-1.7668,-2.5285,-0.0022999999999999687,-2.2041,-0.3771,-0.0723,-1.3769,-2.1879,-1.6133,-2.4642,-0.24680000000000002,-1.7611,-1.1207,-1.1736,0.6737,-1.4657,0.0769,-1.3263,-0.7697,-0.8053,-0.1287,-1.5352999999999999,-0.1079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.5545,-2.5351,-5.7522,-3.6235999999999997,-1.5575999999999999,-1.8748999999999998,-1.1899,-0.1777,-1.8695
NP_000499.1_S304s _1_1_304_304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.4436,0.08910000000000001,0.2228,0.3278,-0.31190000000000007,-0.9134,-1.4611999999999998,-0.34490000000000004,-0.49939999999999996,-2.1254999999999997,-0.2673,-1.7839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.2968,-2.7688,-0.7366999999999999,-3.9684999999999997,-0.08729999999999999,-1.3828999999999998,-1.4921,-2.4039,-1.0588,-3.0229999999999997,-0.9756,-1.8507,-2.6827,0.6703,-1.1224,-1.9502,NA,NA,NA,NA,-0.7282000000000002,-0.6097000000000001,-0.854,-0.7943,NA,NA,NA,NA,0.0711,-1.0404,-0.9277,-0.43289999999999995,0.3789,-1.9013,-0.6177999999999999,-1.6191,0.3851,-0.4058999999999999,1.0384,-2.9801,0.3603,-0.9053,-1.2403,-0.5574,-0.5612999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.614,-1.1642000000000001,-0.33670000000000005,0.00789999999999999,NA,NA,NA,NA,NA
NP_000499.1_S351s _1_1_351_351,-2.9521,-0.3317,-1.469,-2.8071,-2.4392,-4.369,-3.1071,-1.0036,-2.6103,-4.759,-1.544,-3.3543000000000003,-2.5468,-3.4528000000000003,-1.7988,-3.9216,1.6131,-1.9949,-1.1803,-0.6048,-3.4932999999999996,-0.7361,-0.7072999999999999,-2.1308,-2.58,0.6060999999999999,-1.6366,-1.4107,-2.5409,-1.0523,-3.9785000000000004,-3.5425,-1.7389,-1.5687,-2.0343999999999998,-2.0218,-3.1731999999999996,-3.4402999999999997,-4.5558,-1.1326,-4.1477,-2.0246,-5.954599999999999,-1.0888,-6.4736,-2.4774,-2.2724,-3.397,-0.7842,-2.5491,-1.3707000000000003,-2.4261999999999997,-3.2422999999999997,-3.9991000000000003,-3.2748,-3.7874,-2.9429,-0.4707000000000001,-2.4036999999999997,-1.0202,-3.3059,-3.5486,-2.7544000000000004,-2.5713000000000004,-3.2872000000000003,-3.2133,-0.8271000000000001,-0.4436,-2.4923,-2.6651,-2.3505000000000003,-3.2869,-1.5477,-1.7589000000000001,-3.9918000000000005,-1.9083,-3.3048,-3.6997,-2.6612,-3.5119,-4.0364,-1.9788000000000001,-3.4297,-1.4112,-2.9992,-1.4983,-2.1639,-3.1569000000000003,-4.279999999999999,-1.8805,-1.3866,-4.7737,-2.1841,-1.5514,-3.1561,-1.7374999999999998,-0.5376,-1.896,-1.8799,-1.9344000000000001,-0.6885
NP_000499.1_T412t _1_1_412_412,-1.9251,-0.46210000000000007,0.5093,-2.8234999999999997,-1.3498999999999999,-1.1939,-1.8710999999999998,0.21689999999999998,-0.273,-2.4729,-0.6198,-2.6619,-1.3765999999999998,0.22440000000000004,0.3526,-2.1134,-2.5135,-5.4236,-2.1917,-2.1418999999999997,-0.4951,-2.2407,-0.3608999999999999,-2.2138999999999998,-1.6409,0.46229999999999993,-2.5241,0.26459999999999995,-0.5123,-0.7761,-2.7982,-2.9402,-2.4332,-4.1224,-0.5846,-1.0656,-2.2144,-2.5404,-3.2553,-2.2916999999999996,0.04259999999999997,0.43599999999999994,-2.4624,-3.2862999999999998,-8.208,-3.9902,-3.8274,-7.1997,-3.1391999999999998,-4.0963,-8.223600000000001,NA,NA,NA,NA,-4.3721,-4.1364,-2.8672,-3.8283,-0.7726999999999999,-1.0891,-2.1966,-1.1659,-2.4808000000000003,-7.1226,-3.9081,-3.3391,-2.9301000000000004,-1.3949,-5.0805,-5.226100000000001,-5.0283,-3.08,-4.713900000000001,-4.9145,-3.9859,-1.5760999999999998,-1.8864,-2.4913,-1.5528,-7.4178999999999995,-0.8374000000000001,-4.6363,-4.088,-1.9069,-0.3947,-0.5448000000000001,-2.9717000000000002,-1.4365,-0.8766,-0.27159999999999995,-2.7063,-2.9832,-2.0608999999999997,-4.4088,-2.6719,-1.5933,-1.4446999999999999,-4.8968,-5.3411,-3.6182999999999996
NP_000499.1_S453s _1_0_451_453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.4834,-1.2921,-2.3527,-2.4334,-0.48219999999999996,1.37,-0.7681999999999999,-2.3619000000000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.28150000000000003,-1.5247,-2.6010999999999997,-2.49,-2.7636000000000003,-1.4815,-3.5761000000000003,0.0665,-3.0909,-2.5648999999999997,-5.3784,-0.34539999999999993,-5.6955,-0.6861999999999999,-0.7728999999999999,-2.1325000000000003,-0.16720000000000002,-0.47319999999999995,-2.4177,-2.9739,-3.4941999999999998,-4.8688,-2.1417,-1.9924,-1.4127999999999998,0.3798,-2.361,-0.16460000000000008,-4.0855,-2.0766,-3.3704,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21109999999999998,-2.7652,-4.0122,-1.0688,-1.8745,-1.5834,-2.4476,-0.9659000000000001,NA,NA,NA,NA,-2.2234,-1.0974000000000002,-3.2603,-2.6675,-2.0073,-1.0847,-0.7809,-3.2348,-2.227,-0.8222,-3.6456999999999997,-0.3532,0.9377,-3.2493999999999996,-1.0139,-2.0389,-1.2577
NP_000499.1_S485s _1_0_484_489,-2.5213,-1.1856999999999998,-1.8308,-2.9546,-2.8156,-3.1245000000000003,-2.2959,-2.1354,-1.9468999999999999,-2.0637,-1.4344000000000001,-1.5774,-1.802,-1.6856,-0.35430000000000006,-2.5978000000000003,-2.0118,-0.6965,-0.4624999999999999,-0.5824,-2.0377,-1.6672,-1.1921,-1.6103,-2.4149000000000003,-0.8106,-2.2948,-1.0982,-2.3222,-1.6816,-3.9465000000000003,-3.0656999999999996,-0.35079999999999995,-2.6805000000000003,-1.6378,-1.0309,-2.3595,-1.9235,-1.8833,-0.8741,-2.5060000000000002,-1.96,-3.8161,-2.3686,-3.302,-2.1759,0.0615,-1.9586999999999999,-1.1783,-0.8945000000000001,-1.0708,-0.8489,-1.9683,-0.9863,-1.8486000000000002,-2.2001,-2.7102,-1.8545,-2.0541,-2.0323,-2.8325,-3.4596,-1.9990999999999999,-1.6366,-2.7719,-1.8946,-1.7443,-1.6816,-1.6648,-1.8399,-2.5998,-2.3519,-1.9682,-2.5212,-1.5143,-2.1043000000000003,-1.9932,-2.425,-3.0324,-0.42969999999999997,-2.613,-1.7302,-2.0517000000000003,-1.3524,-2.0487,-1.1701000000000001,-0.6976,-1.0005,-3.5294,-1.7516,-1.2749000000000001,-2.9168000000000003,-2.6729,-1.0625,-2.3681,-2.5318,-1.6239,-1.9403,-2.2136,-2.0176,-2.225
NP_000499.1_S489s _1_1_489_489,NA,NA,NA,NA,-1.8729,-2.8389,-0.6406,-0.4855,-2.3991,-3.6909,-2.1149,-2.5173,-1.5691,-1.0288,-0.1401000000000001,-1.0110000000000001,-0.7184,0.4437,-0.3411000000000002,0.3189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.2836,-2.7479999999999998,-2.7999,-2.5725,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.2435,-1.6389,-0.29090000000000005,-0.8755000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.1731,-0.6322,-3.8543000000000003,-3.3766000000000003,-3.3306,-2.0484,-2.6738,0.15489999999999993,-2.2943,NA,NA,NA,NA
